Year,Movie,Song,Singer,Composer
2009,8 x 10 Tasveer,I Got The Picture (Remix by DJ A-Myth),BohemiaJ.Hind,Bohemia
2009,8 x 10 Tasveer,Kuch Iss Tarah (Remix by DJ A-Myth),"Mohit Chauhan, Tulsi Kumar",Salim-Sulaiman
2009,Ek Se Bure Do,Ishq Ki Zaat,"Daler Mehndi,Kalpana Patowary",Ravi Pawar
2009,Ek Se Bure Do,Aaisa Pehli Bar,"Sunidhi Chauhan,Suzanne D'Mello",Ravi Pawar
2009,Ek Se Bure Do,Jaana Jaana,"Harshdeep Kaur, Hema Sardesai,Shaan",Ravi Pawar
2009,Ek Se Bure Do,Ek Se Bure Do,"Sonu Nigam,Vinod Rathod",Ravi Pawar
2009,Ek Se Bure Do,Meri Har Ada Ke Charche,Sonu Kakkar,Ravi Pawar
2009,Kal Kissne Dekha,Alam Guzarne Ko,"Sonu Nigam,Suzanne D'Mello",Sajid–Wajid
2009,Kal Kissne Dekha,Kal Kissne Dekha,"Shaan,Shreya Ghoshal, Bob",Sajid–Wajid
2009,Kal Kissne Dekha,Kal Kissne Dekha (Club Mix),"Shaan, Shreya Ghoshal, Bob",Sajid–Wajid
2009,Kal Kissne Dekha,Soniye Billori,"Sonu Nigam, Suzanne D'Mello",Sajid–Wajid
2009,Kal Kissne Dekha,Jashn Hai,"Alisha Chinoy,Neeraj Shridhar,Wajid",Sajid–Wajid
2009,Kal Kissne Dekha,Bin Tere Mar Jawan,Shreya Ghoshal,Sajid–Wajid
2009,Kal Kissne Dekha,Tere Bina Lagta Nahi Mera Jiya,Wajid,Sajid–Wajid
2009,Kal Kissne Dekha,Soniye Billori (Club Mix),"Sonu Nigam, Suzanne D'Mello",Sajid–Wajid
2009,Kal Kissne Dekha,Kal Kissne Dekha (Romantic Version),Wajid,Sajid–Wajid
2009,Kal Kissne Dekha,Aasmaan Jhuk Gaya,"Shaan, Shreya Ghoshal",Sajid–Wajid
2009,Sanam Teri Kasam,Itna Bhi Na Chaho Mujhe,"Kumar Sanu,Alka Yagnik",Nadeem-Shravan
2009,Sanam Teri Kasam,Sanam Yeh Pyaar Hi To Hai,"Kumar Sanu, Sunanda",Nadeem-Shravan
2009,Sanam Teri Kasam,Main Dil Ki Dil Mein,"Kumar Sanu,Pankaj Udhas",Nadeem-Shravan
2009,Sanam Teri Kasam,Ek Baar Ek Baar Pyaar Se,"Kumar Sanu,Poornima",Nadeem-Shravan
2009,Sanam Teri Kasam,Tum Gwahi Do,Kumar Sanu,Nadeem-Shravan
2009,Sanam Teri Kasam,Yeh Dil Darr Raha Hai,Sapna Mukherjee,Nadeem-Shravan
2009,Sanam Teri Kasam,Main Pyar Tumse,"Kumar Sanu, Alka Yagnik",Nadeem-Shravan
2009,Let's Dance,Let’s Dance,"Sunidhi Chauhan,Keerthi Sagathia",Vipin Mishra
2009,Let's Dance,Let’s Dance (Remix),"Sunidhi Chauhan, Keerthi Sagathia",Vipin Mishra
2009,Let's Dance,Taare Todh Ke La,"Sunidhi Chauhan,Vipin Mishra",Vipin Mishra
2009,Let's Dance,Sansanati,"Sunidhi Chauhan,Pervez Quadri",Vipin Mishra
2009,Let's Dance,Tumse Iqraar,"Q. Suzie, Keerthi Sagathia",Vipin Mishra
2009,Let's Dance,Jaana Hai,Mohit Chauhan,Vipin Mishra
2009,Let's Dance,Koshish Koshish,Krishna Beuraa,Vipin Mishra
2009,Let's Dance,Let’S Dance (Club),Q. Suzie,Vipin Mishra
2009,New York,Hai Junoon,K.K,Pritam
2009,New York,Mere Sang,Sunidhi Chauhan,Pritam
2009,New York,Tune Jo Na Kaha,Mohit Chauhan,Pritam
2009,New York,Aye Saaye Mere,Pankaj Awasthi,Pankaj Awasthi
2009,New York,Hai Junoon (Remix by Julius Packiam),K.K,Pritam
2009,New York,Mere Sang (Remix by Julius Packiam),Sunidhi Chauhan,Pritam
2009,New York,Sam's Theme,Caralisa Monteiro,Julius Packiam
2009,New York,New York Theme,Instrumental,Julius Packiam
2009,New York,Total length,Total length,Total length
2009,Kambakkht Ishq,Om Mangalam,RDB& Nindy Kaur,RDB
2009,Kambakkht Ishq,Lakh Lakh,Neeraj Shridhar,Anu Malik
2009,Kambakkht Ishq,Bebo,"Alisha Chinai,Suzanne D'Mello,Anushka Manchanda",Anu Malik
2009,Kambakkht Ishq,Kambakkht Ishq,"KK,Sunidhi Chauhan",Anu Malik
2009,Kambakkht Ishq,Kyun,Shaan&Shreya Ghoshal,Anu Malik
2009,Kambakkht Ishq,Om Mangalam (Reprise),"RDB, Nindy Kaur",RDB
2009,Kambakkht Ishq,Lakh Lakh (Electro Dhol House Remix),"Eric Pillai,Benny Dayal",Anu Malik
2009,Kambakkht Ishq,Bebo (Club Mix),Kilogram K & G,Anu Malik
2009,Kambakkht Ishq,Kambakkht Ishq (Remix),Kilogram K & G,Anu Malik
2009,Kambakkht Ishq,Kyun (Female – Reprise),Shreya Ghoshal,Anu Malik
2009,Kambakkht Ishq,Welcome To Hollywood,"Karsh Kale, Anushka Manchanda",Salim–Sulaiman
2009,Jashnn,Aaya Re,KK,Shaarib-Toshi
2009,Jashnn,Aish Karle,"Shaarib, Toshi",Shaarib-Toshi
2009,Jashnn,Dard-E-Tanhai,Nouman Javaid,Nouman Javaid
2009,Jashnn,Dard-E-Tanhai (K & G Kilogram Mix),Nouman Javaid,Nouman Javaid
2009,Jashnn,Main Chala,Nouman Javaid,Nouman Javaid
2009,Jashnn,Main Chala (Unplugged),Nouman Javaid,Nouman Javaid
2009,Jashnn,Nazrein Karam,"KK,Shreya Ghoshal",Shaarib-Toshi
2009,Jashnn,Nazrein Kahaan Soti Hain (K & G Kilogram Mix),"KK, Shreya Ghoshal",Shaarib-Toshi
2009,Jashnn,Tere Bin,"Shaan, Shreya Ghoshal",Sandesh Shandilya
2009,Sankat City,Mumbai One Way Nagri Hai,"Sukhwinder Singh,Ranjit Barot",Ranjit Barot
2009,Sankat City,Ghoom Ghoom,"Roop Kumar Rathod,June Banerjee, Ranjit Barot",Ranjit Barot
2009,Sankat City,Sha La La (She Is A Bad Girl),Ranjit Barot,Ranjit Barot
2009,Sankat City,Mister Hua Hai Aisa Hal Kyun,June Banerjee,Ranjit Barot
2009,Sankat City,Mister Hua Hai Aisa Hal Kyon (Remix),June Banerjee,Ranjit Barot
2009,Sankat City,Total length,Total length,Ranjit Barot
2009,Agyaat,Jai Shiv Bum Shambhu,Runa Rizvi&Bonnie Chakraborty,Imran-Vikram
2009,Agyaat,Kiss You Day And Night,"Bhaven, Banjotsana & Earl",Imran-Vikram
2009,Agyaat,Koobsurat,Shweta Pandit& Vicky B. Joshi,Bapi-Tutul
2009,Agyaat,Sunsakte Ho,Shweta Pandit,Bapi - Tutul
2009,Agyaat,Jungle Jungle,Jankee & Imran,Imran-Vikram
2009,Agyaat,Na Koi,Keka Ghoshal &Bapi Tutul,Bapi - Tutul
2009,Agyaat,Kiss Mix,"Bhaven, Banjotsana, Earl & Jankee",Imran-Vikram
2009,Luck,Luck Aazma,Sukhwinder Singh,Salim–Sulaiman
2009,Luck,Khudaya Ve,Salim Merchant,Salim–Sulaiman
2009,Luck,Jee Le,Shruti Pathak,Salim–Sulaiman
2009,Luck,Laaga Le,"Anushka Manchanda, Robert Bob Omulo",Salim–Sulaiman
2009,Luck,Khudaya Ve (Radio Mix),"Salim Merchant, Sulaiman Merchant",Salim–Sulaiman
2009,Luck,Luck Aazma (Remix),"Sukhwinder Singh, Satya Hinduja",Salim–Sulaiman
2009,Luck,Jee Le (Remix),"Shruti Pathak, Naresh Kamath",Salim–Sulaiman
2009,Luck,Khudaya Ve (Remix),Salim Merchant,Salim–Sulaiman
2009,Daddy Cool,Daddy Cool,Raghav Sachar& Paroma P. Das Gupta,Raghav Sachar
2009,Daddy Cool,Nasha Nasha,Neha Bhasin,Raghav Sachar
2009,Daddy Cool,Life Life,Farhad,Raghav Sachar
2009,Daddy Cool,Nasha Nasha (remix),Neha Bhasin,Raghav Sachar
2009,Daddy Cool,Daddy Cool (remix),Raghav Sachar& Paroma P. Das Gupta,Raghav Sachar
2009,Dil Bole Hadippa!,Gym Shim,Joshilay,Pritam
2009,Dil Bole Hadippa!,Bhangra Bistar,"Alisha Chinoy,Sunidhi Chauhan,Hard Kaur",Pritam
2009,Dil Bole Hadippa!,Ishq Hi Hai Rab,"Sonu Nigam,Shreya Ghoshal,Mukhtar Sahota",Pritam
2009,Dil Bole Hadippa!,Discowale Khisko,"KK, Sunidhi Chauhan, Rana Mazumder",Pritam
2009,Dil Bole Hadippa!,Hadippa,Mika Singh,Pritam
2009,Dil Bole Hadippa!,Discowale Khisko (Remix),Master Saleem,Pritam
2009,Dil Bole Hadippa!,Hadippa (Remix),"Mika Singh, Sunidhi Chauhan",Pritam
2009,Phir Kabhi,Bhai Re,"Ajay Jhingran,Shreya Ghoshal",Shantanu Moitra
2009,Phir Kabhi,Dekho Ji Dekho,"Dibyendu Mukherjee,Sunidhi Chauhan",Shantanu Moitra
2009,Phir Kabhi,Dildara,"Sonu Nigam,Sunidhi Chauhan",Shantanu Moitra
2009,Phir Kabhi,Jheeni Jheeni,"Hamsika Iyer,Bhupinder Singh",Shantanu Moitra
2009,Phir Kabhi,Phir Kabhi Gungun,"Shantanu Moitra,Shaan",Shantanu Moitra
2009,What's Your Raashee?,What's Your Raashee?,,Sohail Sen
2009,What's Your Raashee?,Jao Naa,,Sohail Sen
2009,What's Your Raashee?,Aaja Lehrate,,Sohail Sen
2009,What's Your Raashee?,Bikhri Bikhri,,Sohail Sen
2009,What's Your Raashee?,Maanunga Maanunga,,Sohail Sen
2009,What's Your Raashee?,Sau Janam,,Sohail Sen
2009,What's Your Raashee?,Dhadkan Dhadkan,,Sohail Sen
2009,What's Your Raashee?,Aa Le Chal,,Sohail Sen
2009,What's Your Raashee?,Pyaari Pyaari,,Sohail Sen
2009,What's Your Raashee?,Su Chhe,,Sohail Sen
2009,What's Your Raashee?,Salone Kya,,Sohail Sen
2009,What's Your Raashee?,Koi Jaane Na,,Sohail Sen
2009,Radio,Mann Ka Radio,Himesh Reshammiya,Himesh Reshammiya
2009,Radio,Zindagi Jaise Ek Radio,Himesh Reshammiya andAditi Singh Sharma,Himesh Reshammiya
2009,Radio,Janeman,Himesh Reshammiya andShreya Ghoshal,Himesh Reshammiya
2009,Radio,Piya Jaise Ladoo Motichur Wale,Himesh Reshammiya andRekha Bhardwaj,Himesh Reshammiya
2009,Radio,Damadji Angana Hai Padhare,Himesh Reshammiya andKailash Kher,Himesh Reshammiya
2009,Radio,Koi Na Koi Chahe,Himesh Reshammiya andShreya Ghoshal,Himesh Reshammiya
2009,Radio,Teri Meri Dosti Ka Aasman,Himesh Reshammiya and Shreya Ghoshal,Himesh Reshammiya
2009,Radio,Shaam Ho Chali Hai,Himesh Reshammiya and Shreya Ghoshal,Himesh Reshammiya
2009,Radio,Rafa Dafa Kiya Nahin Jaaye,Himesh Reshammiya,Himesh Reshammiya
2009,Paa,Mudhi Mudhi Ittefaq Se,Shilpa Rao,Ilaiyaraaja
2009,Paa,Gumm Summ Gumm,"Bhavatharini,Shravan",Ilaiyaraaja
2009,Paa,Udhi Udhi Ittefaq Se,Shilpa Rao,Ilaiyaraaja
2009,Paa,Hichki Hichki,Sunidhi Chauhan,Ilaiyaraaja
2009,Paa,Gali Mudhi Ittefaq Se,Shaan,Ilaiyaraaja
2009,Paa,Halke Se Bole,Chorus,Ilaiyaraaja
2009,Paa,Mere Paa,Amitabh Bachchan,Ilaiyaraaja
2009,Paa,Paa Theme (Remix),Instrumental,Ilaiyaraaja
2009,Rocket Singh: Salesman of the Year,Pankho Ko Hawa Zara,Salim Merchant,Salim–Sulaiman
2009,Rocket Singh: Salesman of the Year,Pocket Mein Rocket Hai,"Benny Dayal,Neeraj Shridhar",Salim–Sulaiman
2009,Rocket Singh: Salesman of the Year,Gadbadi Hai Hadbadi Hai,Vishal Dadlani,Salim–Sulaiman
2009,Rocket Singh: Salesman of the Year,Total length,Total length,Salim–Sulaiman
2009,Wanted,Ishq Vishq (Main Yahan Tu Bhi Yahan),"Kamaal Khan,Sunidhi Chauhan,Suzanne D'Mello",Sajid–Wajid
2009,Wanted,Dil Leke,"Shaan,Shreya Ghoshal, Suzanne D'Mello",Sajid–Wajid
2009,Wanted,Le Le Mazaa Le,"Suzanne D'Mello,Sowmya Raoh, Hrishikesh Kamerkar, Nikita Nigam, Carlyta Mouhini",Sajid–Wajid
2009,Wanted,Jalwa,"Wajid Khan, Earl Edgar D'Souza",Sajid–Wajid
2009,Wanted,Tose Pyaar Karte Hai,"Wajid Ali, Sunidhi Chauhan",Sajid–Wajid
2009,Wanted,Most Wanted Track,"Salman Khan,Sajid-Wajid&Brodha V",Sajid–Wajid
2009,Wanted,Love Me Love Me,"Wajid Ali,Amrita Kak",Sajid–Wajid
2009,Wanted,Dil Leke (Remixed by Dj A-Myth),"Shaan, Shreya Ghoshal",Sajid–Wajid
2009,Wanted,Ishq Vishq (Remixed by Dj A-Myth),"Kamaal Khan, Sunidhi Chauhan, Suzanne D'Mello",Sajid–Wajid
2009,Wanted,Jalwa On The House (Remixed by Dj Akbar Sami),"Wajid Ali, Earl D'Souza",Sajid–Wajid
2009,Wanted,Tose Pyar Karte Hai (Remixed by Dj Akbar Sami),"Wajid Ali, Earl D'Souza, Sunidhi Chauhan",Sajid–Wajid
2009,Wanted,Love Me Love Me ((Mama Papa Mix) remixed by Dj Akbar Sami),"Wajid Ali, Amrita Kak",Sajid–Wajid
2009,Blue,Chiggy Wiggy,"Kylie Minogue,Sonu Nigam,Suzanne D'Mello",A. R. Rahman
2009,Blue,Aaj Dil Gustakh Hai,"Sukhwinder Singh,Shreya Ghoshal,Benny Dayal, Shi Millhouse, Henry Kuruvilla, Raven Millhouse",A. R. Rahman
2009,Blue,Fiqrana,"Vijay Prakash, Shreya Ghoshal",A. R. Rahman
2009,Blue,Bhoola Tujhe,"Rashid Ali, Kavita Belliga",A. R. Rahman
2009,Blue,Blue Theme,"Blaaze, Raqeeb Alam,Sonu Kakkar,Jaspreet Jasz,Neha Kakkar, Dilshaad Shaikh",A. R. Rahman
2009,Blue,Rehnuma,"Sonu Nigam, Shreya Ghoshal",A. R. Rahman
2009,Blue,Yaar Mila Tha,"Udit Narayan,Madhushree, Raven Millhouse, Shi Millhouse",A. R. Rahman
2009,Blue,Aaj Dil Gustakh Hai (Remix by Dj A-Myth),"Sukhwinder Singh,Shreya Ghoshal",A. R. Rahman
2009,Blue,Fiqrana (Remix by Dj A-Myth),"Vijay Prakash, Shreya Ghoshal",A. R. Rahman
2009,Blue,Blue Theme (Remix by Dj A-Myth),"Blaaze, Raqeeb Alam,Sonu Kakkar,Jaspreet Jasz,Neha Kakkar, Dilshaad Shaikh",A. R. Rahman
2009,Blue,Chiggy Wiggy (Remix by Dj A-Myth),"Sonu Nigam,Suzanne D'Mello",A. R. Rahman
2009,Blue,Gundey Lo Nippundiley,"Sukhwinder Singh, Shreya Ghoshal,Benny Dayal, Shi Millhouse, Henry Kuruvilla, Raven Millhouse",A. R. Rahman
2009,Blue,Chintela Makunedu Sardaga Chivinchemu,"Shreya Ghoshal,Vijay Prakash",A. R. Rahman
2009,Blue,Yemayyindo Mansukhi Teninnu Manchhiti,"Rashid Ali, Kavita Belliga",A. R. Rahman
2009,Blue,Priyathama,"Shreya Ghoshal,Naresh Iyer",A. R. Rahman
2009,Blue,Priyudu Kalisinadaiya Nannu Kalisinadaiya,"Madhushree,Udit Narayan, Raven Millhouse, Shi Millhouse",A. R. Rahman
2010,Dulha Mil Gaya,Dulha Mil Gaya,Daler Mehndi,Lalit Pandit
2010,Dulha Mil Gaya,Akela Dil,Adnan SamiandAnushka Manchanda,Lalit Pandit
2010,Dulha Mil Gaya,Aaja Aaja Mere Ranjhna,Swananda and Anushka Manchanda,Lalit Pandit
2010,Dulha Mil Gaya,Magar Meri Jaan,"Anushka Manchanda, Mahua andLalit Pandit",Lalit Pandit
2010,Dulha Mil Gaya,Tu Jo Jaan Le,Sonu Nigam,Lalit Pandit
2010,Dulha Mil Gaya,Rang Diya Dil,Shreya Ghoshal,Lalit Pandit
2010,Dulha Mil Gaya,Dilrubaon Ke Jalwe,Amit KumarandMonali Thakur,Lalit Pandit
2010,Dulha Mil Gaya,Rang Diya Dil (Sad version),Shreya Ghoshal,Lalit Pandit
2010,Dulha Mil Gaya,"Shirin Farhad (Bonus Track, composed byPritam Chakraborty)",Neeraj ShridharandTulsi Kumar,Lalit Pandit
2010,Dulha Mil Gaya,Akela Dil (Remix),"Adnan Sami and Anushka Manchanda, remixed by DJ A-Myth",Lalit Pandit
2010,Dulha Mil Gaya,Dulha Mil Gaya (Remix),"Daler Mehndi, remixed by DJ A-Myth",Lalit Pandit
2010,Dulha Mil Gaya,Dilrubaon Ke Jalwe (Remix),"Amit Kumar and Monali Thakur, remixed by DJ A-Myth",Lalit Pandit
2010,Aakhari Decision,Zaara Maara Maara Se,Zubeen Garg,"Tutul, Bapi, Hanif Sheikh"
2010,Aakhari Decision,Maula Mere Maula Mere,Shaan,"Tutul, Bapi, Hanif Sheikh"
2010,Aakhari Decision,Yeh Asmaan Yeh Zameen,Hamza,"Tutul, Bapi, Hanif Sheikh"
2010,Aakhari Decision,Oye Paape Ek Peg Do,Kailash Kher,"Tutul, Bapi, Hanif Sheikh"
2010,Aakhari Decision,Zaara Maara Maara Se (Remix),Zubeen Garg,"Tutul, Bapi, Hanif Sheikh"
2010,Aakhari Decision,Yeh Asmaan Yeh Zameen (Remix),Hamza,"Tutul, Bapi, Hanif Sheikh"
2010,Karthik Calling Karthik,Hey Ya!,"Clinton Cerejo,Shankar Mahadevan,Loy Mendonsa",Shankar–Ehsaan–Loy
2010,Karthik Calling Karthik,Uff Teri Adaa,"Shankar Mahadevan,Alyssa Mendonsa",Shankar–Ehsaan–Loy
2010,Karthik Calling Karthik,Jaane Ye Kya Hua,KK,Shankar–Ehsaan–Loy
2010,Karthik Calling Karthik,Kaisi Hai Yeh Udaasi,"Kailash Kher, Sukanya Purayastha",Shankar–Ehsaan–Loy
2010,Karthik Calling Karthik,Karthik Calling Karthik,"Suraj Jagan,Caralisa Monteiro, Malika Singh",Shankar–Ehsaan–Loy
2010,Karthik Calling Karthik,Karthik 2.0,"MIDIval Punditz, Karsh Kale",Shankar–Ehsaan–Loy
2010,Karthik Calling Karthik,Karthik Calling Karthik (Theme Remix),"Suraj Jagan, Shankar Mahadevan, Caralisa Monteiro, Malika Singh (Remixed by MIDIval Punditz & Karsh Kale)",Shankar–Ehsaan–Loy
2010,Karthik Calling Karthik,Hey Ya! (Remix),"Clinton Cerejo, Shankar Mahadevan, Loy Mendonsa (Remixed by Digital Boyz)",Shankar–Ehsaan–Loy
2010,Karthik Calling Karthik,Uff Teri Adaa (Remix),"Alyssa Mendonsa, Shankar Mahadevan (Remixed by Udyan Sagar of Nucleya)",Shankar–Ehsaan–Loy
2010,Atithi Tum Kab Jaoge?,Atithi Tum Kab Jaoge,Amit Mishra,Amit Mishra
2010,Atithi Tum Kab Jaoge?,Jyoti Jalaile,Sukhwinder Singh,Amit Mishra
2010,Atithi Tum Kab Jaoge?,Aaja Aaja,"Raghuvir Yadav, Ajay Jhingran & Rajneesh",Pritam Chakraborty
2010,Atithi Tum Kab Jaoge?,Dohe,Amit Mishra,Amit Mishra
2010,Atithi Tum Kab Jaoge?,Sukhakarta,Amit Mishra,Amit Mishra
2010,Atithi Tum Kab Jaoge?,Aaja Aaja (remix),"Raghuvir Yadav, Ajay Jhingran & Rajneesh",Pritam Chakraborty
2010,Hum Tum Aur Ghost,Dekho Raste Mein,KK&Shreya Ghoshal,Shankar–Ehsaan–Loy
2010,Hum Tum Aur Ghost,Kal Tum The Yahan,"Caralisa Monteiro,Shankar Mahadevan,Dominique Cerejo,Clinton Cerejo",Shankar–Ehsaan–Loy
2010,Hum Tum Aur Ghost,Hum Tum Aur Ghost,Vishal Dadlani& Arun Ingle,Shankar–Ehsaan–Loy
2010,Hum Tum Aur Ghost,Banware Se Pooche Banwariya,"Shaan,Sunidhi Chauhan,Maria Goretti,Loy Mendonsa, Raman Mahadevan,Anusha Mani& Rahul Saxena",Shankar–Ehsaan–Loy
2010,Hum Tum Aur Ghost,Dekho Raste Mein (Remix),KK & Shreya Ghoshal,Shankar–Ehsaan–Loy
2010,Hum Tum Aur Ghost,Hum Tum Aur Ghost (Remix),"Shankar Mahadevan, Vishal Dadlani & Arun Ingle",Shankar–Ehsaan–Loy
2010,Hum Tum Aur Ghost,Kal Tum The Yahan (Remix),Caralisa Monteiro & Shankar Mahadevan,Shankar–Ehsaan–Loy
2010,Jaane Kahan Se Aayi Hai,Keh Do Zara,Rashid Ali,Sajid–Wajid
2010,Jaane Kahan Se Aayi Hai,Nacha Main,Sonu Nigam&Sowmya Raoh,Sajid–Wajid
2010,Jaane Kahan Se Aayi Hai,Jaane Kahan Se Aayi Hai,Shaan,Sajid–Wajid
2010,Jaane Kahan Se Aayi Hai,Koi Rok Bhi Lo,Sonu Nigam &Sunidhi Chauhan,Sajid–Wajid
2010,Jaane Kahan Se Aayi Hai,Keh Do Zara (Remix),Rashid Ali,Sajid–Wajid
2010,Jaane Kahan Se Aayi Hai,Total length,Total length,Sajid–Wajid
2010,Apartment,Candy Man,"Sunidhi Chauhan, Bid Lo",Bappa Lahiri
2010,Apartment,Yeh Hai Mumbai,Sonu Nigam,Bappa Lahiri
2010,Apartment,Ankhiya Na Maar,Shilpa Rao,Bappa Lahiri
2010,Apartment,O Jaane Jaan Jaan,"Shaan, Sunidhi Chauhan",Bappa Lahiri
2010,Apartment,Ghar Dil Mein,"Shreya Ghoshal,Javed Ali",Bappa Lahiri
2010,Apartment,Ankhiya Na Maar (Remix),Shilpa Rao,Bappa Lahiri
2010,Apartment,Yeh Hai Mumbai (Remix),Sonu Nigam,Bappa Lahiri
2010,Apartment,Candy Man (Remix),"Sunidhi Chauhan, Bid Lo",Bappa Lahiri
2010,Bumm Bumm Bole,Bumm Bumm Bole,Shaan,Azaan Sami
2010,Bumm Bumm Bole,Aashaon Ke Pankh,"Rishikesh Kamerkar, Rajeev Sundaresan,Kshitij Wagh,Keerthi Sagathia",Tapas Relia
2010,Bumm Bumm Bole,Mann Ki Asha,Malini Awasthi,M. G. Sreekumar
2010,Bumm Bumm Bole,Rang De,"Clinton Cerejo,Shasha Tirupathi, Kirti Sagathia",Tapas Relia
2010,Milenge Milenge,Milenge Milenge,"Alka Yagnik, Jayesh Gandhi",Himesh Reshammiya
2010,Milenge Milenge,Kuch To Bakee Hai,Himesh Reshammiya,Himesh Reshammiya
2010,Milenge Milenge,Ishq Ki Galee,"Rahat Fateh Ali Khan, Jayesh Gandhi",Himesh Reshammiya
2010,Milenge Milenge,Tum Chain Ho,"Sonu Nigam,Alka Yagnik,Suzanne D'Mello",Himesh Reshammiya
2010,Milenge Milenge,Milenge Milenge (Title Song),"Ankit Tiwari,Shreya Ghoshal",Himesh Reshammiya
2010,Milenge Milenge,Yeh Hare Kaanch Ki Choodiyan,Alka Yagnik,Himesh Reshammiya
2010,Milenge Milenge,Kuch To Bakee Hai (Bright Mix),Himesh Reshammiya,Himesh Reshammiya
2010,Milenge Milenge,Ishq Ki Galee (Dance Mix),"Rahat Fateh Ali Khan, Jayesh Gandhi",Himesh Reshammiya
2010,Milenge Milenge,Kuch To Bakee Hai (Dark Mix),Himesh Reshammiya,Himesh Reshammiya
2010,Milenge Milenge,Tum Chain Ho (Unplugged),Vinit Singh,Himesh Reshammiya
2010,Milenge Milenge,Tum Chain Ho (Lounge Mix),"Sonu Nigam,Alka Yagnik,Suzanne D'Mello",Himesh Reshammiya
2010,Lamhaa,Madno Re,"Kshitij Tarey,Chinmayi",Mithoon
2010,Lamhaa,Main Kaun Hoon,Palash Sen,Mithoon
2010,Lamhaa,Rehmat Zara,"Mithoon,Mohammad Irfan Ali",Mithoon
2010,Lamhaa,Sajnaa,"Mika Singh,Chinmayi",Mithoon
2010,Lamhaa,Salaam Zindagi,"Mohammad Irfan Ali, Arun Daga, Saleem",Mithoon
2010,Lamhaa,Zameen O Aasmaan,Kshitij Tarey,Mithoon
2010,Khatta Meetha,Nana Chi Taang,Kunal Ganjawalafeat.U.R.L.(Rap Composition + Rap Lyrics + Rap Vocals),Pritam
2010,Khatta Meetha,Sajde Kiye,"K.K.,Sunidhi Chauhan,Backing Vocals:Shahid Mallya",Pritam
2010,Khatta Meetha,Bullshit(Music by:Shani Arshad),Shehzad Roy(Vocals + Lyrics),Pritam
2010,Khatta Meetha,Aila Re Aila,Daler MehndiandKalpana Patowary,Pritam
2010,Khatta Meetha,Nana Chi Taang (Remix),Kunal Ganjawalafeat.U.R.L.(Rap Composition + Rap Lyrics + Rap Vocals),Pritam
2010,Khatta Meetha,Sajde Kiye (Remix),"KK,Harshdeep KaurandSuzanne D'Mello",Pritam
2010,Khatta Meetha,Aila Re Aila (Remix),Daler MehndiandKalpana Patowary,Pritam
2010,Khatta Meetha,Nachde Re (instrumental),DJ Suketu,Pritam
2010,Help,Kehna Hai,"Suzanne D'Mello,Joi Barua",Ashutosh Phatak
2010,Help,Kyun Gum Hai Khushiyan,"Ashu, Kirti Sagathia",Ashutosh Phatak
2010,Help,Help,"Rana Mazumder, Barkha",Ashutosh Phatak
2010,Help,"Incubated, Just for Death",Ashu,Ashutosh Phatak
2010,Help,Kehna Hai (remix),"Suzanne D'Mello,Joi Barua",Ashutosh Phatak
2010,Help,Kyun Gum Hai Khushiyan (remix),"Ashu, Kirti Sagathia",Ashutosh Phatak
2010,Help,Help (remix),"Rana Mazumder, Barkha",Ashutosh Phatak
2010,We Are Family,Ankhon Mein Neendein,Rahat Fateh Ali KhanandShreya Ghoshal,Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,Dil Khol Ke Let's Rock,"Anushka Manchanda,Akriti KakkarandSuraj Jagan",Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,Reham O Karam,Vishal DadlaniandShankar Mahadevan,Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,Hamesha & Forever,Sonu Nigamand Shreya Ghoshal,Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,Sun Le Dua Yeh Aasmaan (Theme Slow Version),Bela Shende,Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,We Are Family (Theme),,Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,Noor E Khunda,"Adnan Sami, Shankar Mahadevan and Shreya Ghoshal",Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,Aaj Kal Zindagi,Shankar Mahadevan,Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,Kabhi Alvida Naa Kehna,Sonu Nigam and Alka Yagnik,Original Soundtrack:Shankar–Ehsaan–Loy
2010,We Are Family,Kal Ho Naa Ho,Sonu Nigam,Original Soundtrack:Shankar–Ehsaan–Loy
2010,Hello Darling,Working Girls,"Shweta Pandit,Ritu Pathak,Priyadarshini",Pritam
2010,Hello Darling,Aa Jaane Jaan',"Javed Jaffrey,Akriti Kakkar,Antara Mitra",Pritam
2010,Hello Darling,Tere Dar Pe Aaya Leke Band Baja,"Richa Sharma, Ritu Pathak, Rana Mazumder",Pritam
2010,Hello Darling,Dil Toh Saala,Sunidhi Chauhan,Pritam
2010,Hello Darling,Attrah Baras Ki,Suzanne D'Mello,Pritam
2010,Hello Darling,Tere Dar Pe Aaya Leke Band Baja (Remix),"Richa Sharma, Ritu Pathak, Rana Mazumder - (DJ A-Myth)",Pritam
2010,Aakrosh,Isak Se Meetha Kuch Bhi,"Ajay Jhingran,Kalpana Patowary",Pritam
2010,Aakrosh,Saude Baazi,Anupam Amod,Pritam
