Year,Movie,Song,Singer,Composer
2008,Bombay to Bangkok,Bombay Ho Bangkok,Sukhwinder Singh,Sukhwinder Singh
2008,Black & White,Haq Allah,Sukhwinder Singh&Hans Raj Hans,Sukhwinder Singh
2008,Black & White,Peer Manava,Sukhwinder Singh &Shraddha Pandit,Sukhwinder Singh
2008,Black & White,Yeh Hindustan Hai (Part 1),Jagjit Singh,Sukhwinder Singh
2008,Black & White,Main Chali,Shreya Ghoshal,Sukhwinder Singh
2008,Black & White,Main Chala,Sukhwinder Singh,Sukhwinder Singh
2008,Black & White,Jogi Aaya,Sukhwinder Singh &Sadhana Sargam,Sukhwinder Singh
2008,Black & White,Yeh Hindustan Hai (Part 2),Udit Narayan,Sukhwinder Singh
2008,Superstar,Ajnabi,Raaj,Shamir Tandon
2008,Superstar,Don't I Love Or Do I Love U,"Adnan Sami,Sunidhi Chauhan",Shamir Tandon
2008,Superstar,Mann Tu Talbat,Hamza Farooqui,Shamir Tandon
2008,Superstar,Aankhon Se Khawab Rooth Ker,"Ustad Sultan Khan,Rekha Bhardwaj",Shamir Tandon
2008,Superstar,Rafa Dafa,"Shaan,Kunal Ganjawala,Amrita Kak,Sanjeevani",Shamir Tandon
2008,Superstar,Mann Tu Talbat (Remix),Hamza Farooqui,Shamir Tandon
2008,Superstar,Mann Tu Talbat (Electro Mix),Hamza Farooqui,Shamir Tandon
2008,Superstar,Mann Tu Talbat (Spanish Mix),Hamza Farooqui,Shamir Tandon
2008,Superstar,Aankhon Se Khawab (Ambient Mix),"Ustad Sultan Khan, Rekha Bhardwaj",Shamir Tandon
2008,Superstar,Dance Piece,,Shamir Tandon
2008,Sirf,Pehla Woh Pyaar,Kunal Ganjawala,Sohail Sen
2008,Sirf,Life Peeche Peeche,Shibani Kashyap,Sohail Sen
2008,Sirf,Ghar Tera Ghar Mera,"Shaan,Shreya Ghoshal",Sohail Sen
2008,Sirf,Zindagi Ki Kahani,Kunal Ganjawala,Sohail Sen
2008,Sirf,Tujhpe Fida,"Tarannum, Sohail Sen",Sohail Sen
2008,Sirf,Khel Jo Khele,Vinod Rathod,Sohail Sen
2008,Sirf,Mumbai Nagariya,"KK, Tarannum",Sohail Sen
2008,Sirf,Zindagi Ki Kahani (II),"Kunal Ganjawala,Pamela Jain",Sohail Sen
2008,Sirf,Total length,Total length,Sohail Sen
2008,Mr. Black Mr. White,Ek Dil Ki,"Udit Narayan,Shaan,Alka Yagnik",Shamir Tandon
2008,Mr. Black Mr. White,Teetar,"Sukhwinder Singh,Vasundhara Das",Shamir Tandon
2008,Mr. Black Mr. White,Samandar,"Neeraj Shridhar,Suzanne D'Mello, Sweta Mohanty",Shamir Tandon
2008,Mr. Black Mr. White,Tu Makke Di Roti,"Daler Mehndi,Mika Singh,Asha Bhosle",Shamir Tandon
2008,Mr. Black Mr. White,Behna Ki Shaadi,"Sonu Nigam,Shailender Singh",Shamir Tandon
2008,Mr. Black Mr. White,Namasteji,Kunal Ganjawala,Shamir Tandon
2008,Mr. Black Mr. White,Teetar (Remix),"Sukhwinder Singh, Vasundhara Das",Shamir Tandon
2008,Mr. Black Mr. White,Samandar II,"Suzanne D'Mello, Sweta Mohanty",Shamir Tandon
2008,Mr. Black Mr. White,Samandar (Remix),"Neeraj Shridhar, Suzanne D'Mello",Shamir Tandon
2008,Mr. Black Mr. White,Tu Makke Di Roti (Remix),"Daler Mehndi, Mika Singh, Asha Bhosle",Shamir Tandon
2008,Aamir,Ha Raham,"Murtuza-Qadir,Amit Trivedi,Amitabh Bhattacharya",Amit Trivedi and
2008,Aamir,Chakkar Ghumyo,Amit Trivedi,Amit Trivedi
2008,Aamir,Haara,Amit Trivedi,Amit Trivedi
2008,Aamir,Phas Gaya (Never Mind),Neuman Pinto,Amit Trivedi
2008,Aamir,Ek Lau,"Shilpa Rao, Amitabh Bhattacharya",Amit Trivedi
2008,Aamir,Climax Theme (instrumental),Marianne D'Cruz,Amit Trivedi
2008,Aamir,Total length,Total length,Total length
2008,Aamir,Allah Hoo,"Saeen Zahoor, Zara Madani",Rohail Hyatt
2008,Aamir,Dilruba,Kailash Kher,Kailash Kher
2008,Aamir,Bandya,"Khawar Jawad, Faiza Mujahid",Rohail Hyatt
2008,Aamir,Chhap Tilak,Kailash Kher,Kailash Kher
2008,De Taali,Everybody Put Your Hands Together,"Shaan,Sunidhi Chauhan&Anushka Manchanda",Vishal–Shekhar
2008,De Taali,De Taali,Shaan & Sunidhi Chauhan,Vishal–Shekhar
2008,De Taali,Aaj Mein Boond Hoon,Shekhar Ravjiani&Shreya Ghoshal,Vishal–Shekhar
2008,De Taali,Hone Lagi,Anushka Manchanda & Shekhar Ravjiani,Vishal–Shekhar
2008,De Taali,Maari Teetri Maari Teetri (The Butterfly Song),Raja Hasan,Vishal–Shekhar
2008,De Taali,Tooti Phooti Dhadkone Ki,"KK, Shaan & Sunidhi Chauhan",Vishal–Shekhar
2008,De Taali,Hone Lagi (Jump Into Bed Mix),Anushka Manchanda & Shekhar Ravjiani,Vishal–Shekhar
2008,De Taali,De Taali (The Clap Trap Mix),Shaan & Sunidhi Chauhan,Vishal–Shekhar
2008,Thoda Pyaar Thoda Magic,Pyaar Ke Liye,Shankar Mahadevan,Shankar–Ehsaan–Loy
2008,Thoda Pyaar Thoda Magic,Nihaal Ho Gayi,Shankar Mahadevan,Shankar–Ehsaan–Loy
2008,Thoda Pyaar Thoda Magic,Bulbula,"Shankar Mahadevan,Sunidhi Chauhan",Shankar–Ehsaan–Loy
2008,Thoda Pyaar Thoda Magic,Lazy Lamhe,Anusha Mani,Shankar–Ehsaan–Loy
2008,Thoda Pyaar Thoda Magic,Beetey Kal Se,"Shreya Ghoshal, Sneha Suresh",Shankar–Ehsaan–Loy
2008,Thoda Pyaar Thoda Magic,Nihaal Ho Gayi (DJ AqeelRemix),Shankar Mahadevan,Shankar–Ehsaan–Loy
2008,Thoda Pyaar Thoda Magic,Lazy Lamhe (DJ Aqeel Remix),Anusha Mani,Shankar–Ehsaan–Loy
2008,Mere Baap Pehle Aap,Mere Baap Pehle Aap,Sangeet Haldipur,Vidyasagar
2008,Mere Baap Pehle Aap,Ishq Subhan Allah,"Alisha Chinai,Neeraj Shridhar, Rap by Bob",Tauseef Akhtar
2008,Mere Baap Pehle Aap,Shamma Shamma,Sunidhi Chauhan,Vidyasagar
2008,Mere Baap Pehle Aap,Maine Hawa Ke Paron Pe,"Udit Narayan,Shreya Ghoshal",Vidyasagar
2008,Mere Baap Pehle Aap,Jaana Hai Tujhko,"Shaan,Alka Yagnik",Vidyasagar
2008,Mere Baap Pehle Aap,Ishq Subhan Allah (Remix),"Alisha Chinai, Neeraj Shridhar, Rap by Bob",Tauseef Akhtar
2008,Kismat Konnection,Move Your Body Now,"Shaan,Akriti Kakar&Hard Kaur",Pritam
2008,Kismat Konnection,Soniye Ve,Sonu Nigam&Sunidhi Chauhan,Pritam
2008,Kismat Konnection,Bakhuda Tumhi Ho,Atif Aslam&Alka Yagnik,Pritam
2008,Kismat Konnection,Aai Paapi,Neeraj Shridhar,Pritam
2008,Kismat Konnection,Is This Love,Shreya Ghoshal&Mohit Chauhan,Pritam
2008,Kismat Konnection,Bakhuda Tumhi Ho – Fresh Mix,Atif Aslam&Alka Yagnik,Pritam
2008,Kismat Konnection,Aai Paapi – Dance Mix,Neeraj Shridhar,Pritam
2008,Kismat Konnection,Move Your Body Now – Hip Hop Mix,"Shaan,Adeel Chaudhry, Suhail Kaul,Hard Kaur&Akriti Kakar",Pritam
2008,Kismat Konnection,Kahin Na Laage Mann – Lounge Mix,Shreya Ghoshal&Mohit Chauhan,Pritam
2008,Kismat Konnection,Soniye Ve – Electro Dhol Mix,Sonu Nigam&Sunidhi Chauhan,Pritam
2008,Mehbooba,Tu Meri Mehbooba,Udit Narayan,Ismail Darbar
2008,Mehbooba,Khwabon Ki Rani Hai,Udit Narayan,Ismail Darbar
2008,Mehbooba,Dilruba,Udit Narayan,Ismail Darbar
2008,Mehbooba,Yaar Tera Shukriya,"Alka Yagnik, Udit Narayan",Ismail Darbar
2008,Mehbooba,Deewana,"Sukhwinder Singh,Sonu Nigam",Ismail Darbar
2008,Mehbooba,Babuji Bahut Dukhta Hai,Alka Yagnik,Ismail Darbar
2008,Mehbooba,Kuch Kar Lo,Sonu Nigam,Ismail Darbar
2008,Mehbooba,Kuch Kar Lo Kuch,Kavita Krishnamurthy,Ismail Darbar
2008,Mehbooba,Achcha To Ab Main Chalta Hoon,Sonu Nigam,Ismail Darbar
2008,Bachna Ae Haseeno,Khuda Jaane,"KK,Shilpa Rao",R. D. Burman
2008,Bachna Ae Haseeno,Lucky Boy,"Sunidhi Chauhan,Hard Kaur,Raja Hasan",R. D. Burman
2008,Bachna Ae Haseeno,Aahista Aahista,"Lucky Ali,Shreya Ghoshal",R. D. Burman
2008,Bachna Ae Haseeno,Jogi Mahi,"Sukhwinder Singh,Shekhar Ravjiani,Himani Kapoor",R. D. Burman
2008,Bachna Ae Haseeno,Small Town Girl,Shankar Mahadevan,R. D. Burman
2008,Bachna Ae Haseeno,Khuda Jaane (Revisited) (Remix by Abhijit Nalani),"KK, Shilpa Rao",R. D. Burman
2008,Bachna Ae Haseeno,Bachna Ae Haseeno Title Track,"Kishore Kumar, Sumeet Kumar,Vishal Dadlani",R. D. Burman
2008,Mission Istaanbul,World Hold On,"Kunal Ganjawala,Gayatri Ganjawala, Raaj",Shamir Tandon
2008,Mission Istaanbul,Mission Mission,Hamza Farooqui,Chirantan Bhatt
2008,Mission Istaanbul,Jo Gumshuda,"Shaan,Mahalakshmi Iyer,Ege",Anu Malik
2008,Mission Istaanbul,Nobody Like You,"Neeraj Shridhar,Anoushka,Ishq Bector",Chirantan Bhatt
2008,Mission Istaanbul,Ek Baat Kahu Dildara,"Zubeen Garg,Sunidhi Chauhan",Anu Malik
2008,Mission Istaanbul,Apun Ke Saath,"Mika Singh, Priya Nayar,Vikas Kohli",Mika Singh
2008,Mission Istaanbul,Jo Gumshuda (Remix),"Shaan, Mahalakshmi Iyer, Ege",Anu Malik
2008,Mission Istaanbul,Nobody Like You (Remix),"Neeraj Shridhar, Anoushka, Ishq Bector",Chirantan Bhatt
2008,Mission Istaanbul,World Hold On (Remix),"Kunal Ganjawala, Gayatri Ganjawala, Raaj",Shamir Tandon
2008,1920,Vaada Tumse Hain Vaada,Pandit Jasraj,Score:Raju Rao
2008,1920,Bichua,Shubha Mudgal,Score:Raju Rao
2008,1920,Tujhe Main Pyar Karu,Kailash Kher,Score:Raju Rao
2008,1920,Aise Jalta Hai Jiya,Asha Bhosle,Score:Raju Rao
2008,1920,Vaada Tumse Hain Vaada (Female),Parveen Sultana,Score:Raju Rao
2008,1920,1920 Theme,Parveen Sultana,Score:Raju Rao
2008,1920,Bichua - Remix,Shubha Mudgal,Score:Raju Rao
2008,1920,Total length,Total length,Score:Raju Rao
2008,Welcome to Sajjanpur,Sita Ram Sita Ram,KK,Shantanu Moitra
2008,Welcome to Sajjanpur,Ek Meetha Marz De Ke,"Madhushree,Mohit Chauhan",Shantanu Moitra
2008,Welcome to Sajjanpur,Bheeni Bheeni Mehki Mehki,"KK,Shreya Ghoshal",Shantanu Moitra
2008,Welcome to Sajjanpur,Dildara,"Sunidhi Chauhan,Sonu Nigam",Shantanu Moitra
2008,Welcome to Sajjanpur,Aadmi Azaad Hai,Kailash Kher,Shantanu Moitra
2008,Welcome to Sajjanpur,Munni Ki Baari,Ajay Jhingran,Shantanu Moitra
2008,Welcome to Sajjanpur,Sita Ram Sita Ram (Remix),KK,Shantanu Moitra
2008,Kidnap,Haan Ji,Adnan Sami,Pritam
2008,Kidnap,Hey Ya,Suzanne D'Mello,Pritam
2008,Kidnap,Hey Ya (House Mix),Suzanne D'Mello,Pritam
2008,Kidnap,Mausam,Shreya Ghoshal,Pritam
2008,Kidnap,Meri Ek Ada Shola,"Sukhwinder Singh,Sunidhi Chauhan&Akriti Kakar",Pritam
2008,Kidnap,Mit Jaaye,Sandeep Vyas,Pritam
2008,Kidnap,Mit Jaaye (Rock Version),Sandeep Vyas,Pritam
2008,Karzzzz,Dhoom Tere Ishq Ki,Himesh Reshammiya,Himesh Reshammiya
2008,Karzzzz,Ek Haseena Thi (Originally composed byLaxmikant–Pyarelal),"Himesh Reshammiya,Shreya Ghoshal",Himesh Reshammiya
2008,Karzzzz,Hari Om Hari Om,Himesh Reshammiya,Himesh Reshammiya
2008,Karzzzz,Lut Jaaon Lut Jaaon (Title Track),"Himesh Reshammiya,Harshdeep Kaur",Himesh Reshammiya
2008,Karzzzz,Masha Allah,Himesh Reshammiya,Himesh Reshammiya
2008,Karzzzz,Sisak Sisak,Himesh Reshammiya,Himesh Reshammiya
2008,Karzzzz,Soniye Je Tere,"Himesh Reshammiya,Tulsi Kumar",Himesh Reshammiya
2008,Karzzzz,Tandoori Nights,"Himesh Reshammiya,Sunidhi Chauhan",Himesh Reshammiya
2008,Karzzzz,Tere Bin Chain Na Aave,"Himesh Reshammiya, Tulsi Kumar",Himesh Reshammiya
2008,Karzzzz,Total length,Total length,Himesh Reshammiya
2008,Heroes,Badmash Launde,"Shail Hada,Parthiv Gohil",Monty
2008,Heroes,What's Up My Bro,Kunal Ganjawala,Monty
2008,Heroes,Mannata,"Sonu Nigam,Kavita Krishnamurthy",Monty
2008,Heroes,Makhana,"Sukhwinder Singh,Sowmya Raoh,Wajid Khan",Monty
2008,Heroes,Badmash Launde (Blasted),"Shail Hada, Parthiv Gohil",Monty
2008,Heroes,What's Up My Bro (Slow),Shail Hada,Monty
2008,Heroes,Gurbani,Shail Hada,Monty
2008,Heroes,Heroes Theme,Shail Hada,Monty
2008,Heroes,Makhana You My Makhana (Killer),"Sukhwinder Singh, Wajid Khan & Sowmya Raoh",Monty
2008,Heroes,Mannata (version 2),"Sonu Nigam, Kavita Krishnamurthy",Monty
2008,Heroes,What's Up My Bro (cruiser),Kunal Ganjawala,Monty
2008,EMI - Liya Hai Toh Chukana Parega,Chori Chori,"Sunidhi Chauhan,Suzanne D'Mello",Chirantan Bhatt
2008,EMI - Liya Hai Toh Chukana Parega,Aankhon Hi Aankhon Mein,Mohit Chauhan,Chirantan Bhatt
2008,EMI - Liya Hai Toh Chukana Parega,EMI,"Sanjay Dutt,Mahalakshmi Iyer, Suzanne D'Mello, Earl",Chirantan Bhatt
2008,EMI - Liya Hai Toh Chukana Parega,Aaja Aa Bhi Ja,"Shaan, Suzanne D'Mello, Rishi",Chirantan Bhatt
2008,EMI - Liya Hai Toh Chukana Parega,Roshan Har Dil,"Neisha, Joy, Paarthiv",Chirantan Bhatt
2008,EMI - Liya Hai Toh Chukana Parega,Vote for Sattar Bhai,Ninad Kamat,Chirantan Bhatt
2008,EMI - Liya Hai Toh Chukana Parega,EMI (Remix by Tarun Shahani and Vinayak Manohar),"Sanjay Dutt, Mahalakshmi Iyer, Suzanne D'Mello, Earl",Chirantan Bhatt
2008,EMI - Liya Hai Toh Chukana Parega,Chori Chori (Remix by Tarun Shahani and Vinayak Manohar),"Sunidhi Chauhan, Suzanne D'Mello",Chirantan Bhatt
2008,Yuvvraaj,Main Hoon Yuvvraaj,Salman Khan,A. R. Rahman
2008,Yuvvraaj,Tu Meri Dost Hai,"Benny Dayal,Shreya Ghoshal,A. R. Rahman",A. R. Rahman
2008,Yuvvraaj,Shanno Shanno,"Karthik,Sonu Nigam,Naresh Iyer,Srinivas, Timmy, Sunaina, Vivienne Pocha, Tina,Blaaze",A. R. Rahman
2008,Yuvvraaj,Tu Muskura,"Alka Yagnik,Javed Ali,A. R. Rahman",A. R. Rahman
2008,Yuvvraaj,Mastam Mastam,"Sonu Nigam, Alka Yagnik,Benny Dayal, Naresh Iyer",A. R. Rahman
2008,Yuvvraaj,Zindagi,Srinivas,A. R. Rahman
2008,Yuvvraaj,Dil Ka Rishta,"Sonu Nigam,Roop Kumar Rathod, A. R. Rahman,Clinton Cerejo,Suzanne D'Mello, Vivienne Pocha, Sunaina, Benny Dayal, Naresh Iyer, Blaaze",A. R. Rahman
2008,Yuvvraaj,Manmohini Morey,Vijay Prakash,A. R. Rahman
2008,Yuvvraaj,Shanno Shanno (remix by Krishna Chetan),"Karthik, Sonu Nigam, Naresh Iyer, Srinivas, Timmy, Sunaina, Vivienne Pocha, Tina, Blaaze",A. R. Rahman
2008,Gumnaam – The Mystery,Dhoke Mein,"Alka Yagnik,Abhijeet, Sarika Kapoor",Nadeem-Shravan
2008,Gumnaam – The Mystery,Ishq Ne Kitna,"Adnan Sami,Shreya Ghoshal",Nadeem-Shravan
2008,Gumnaam – The Mystery,Mohabbat Hai Tumse,"Udit Narayan,Monica Nath",Nadeem-Shravan
2008,Gumnaam – The Mystery,Mohabbat Se Zyada,"Udit Narayan, Shreya Ghoshal",Nadeem-Shravan
2008,Gumnaam – The Mystery,Naa Hone Denge,"Alka Yagnik,Kumar Sanu",Nadeem-Shravan
2008,Gumnaam – The Mystery,Zaalim Ishq,"Sunidhi Chauhan,Shaan",Nadeem-Shravan
2008,Maharathi,Maharathi Title Track,Shibani Kashyap,Songs and
2008,Ghajini,Aye Bacchu,Suzanne D'Mello,A. R. Rahman
2008,Ghajini,Behka,Karthik,A. R. Rahman
2008,Ghajini,Guzaarish,Javed AliandSonu Nigam(humming),A. R. Rahman
2008,Ghajini,Latoo,"Shreya GhoshalBacking vocals:Tippu,Benny Dayal,Karthik",A. R. Rahman
2008,Ghajini,Kaise Mujhe,Benny DayalandShreya Ghoshal,A. R. Rahman
2008,Ghajini,Behka (Remix by Dj A-Myth),Karthik,A. R. Rahman
2008,Ghajini,Guzaarish (Remix by Dj A-Myth),Javed Ali and Sonu Nigam (humming),A. R. Rahman
2008,Ghajini,Total length,Total length,A. R. Rahman
2008,Wafaa,Wafaa,Kalpana,Ravi Pawar
2008,Wafaa,Tere Begeir,Kumar Sanuand Pronali,Ravi Pawar
2008,Wafaa,Muztarib,Akriti KakkarandMika Singh,Ravi Pawar
2008,Wafaa,Bhula Sako To,Udit Narayan,Ravi Pawar
2008,Wafaa,Tu Hai Shola,Kailash Kher,Ravi Pawar
2008,Wafaa,Husn Hai,Aftab Hashim Sabri,Ravi Pawar
2008,Wafaa,Raste Roshan Hue,Sunidhi ChauhanandRahul Vaidya,Ravi Pawar
2008,Wafaa,Sargarmiyan,Jaya Piyush,Ravi Pawar
2008,Singh Is Kinng,Singh Is Kinng,"Snoop Dogg,RDB,Akshay Kumar",Pritam
2008,Singh Is Kinng,Jee Karda,"Suzanne D'Mello,Labh Janjua",Pritam
2008,Singh Is Kinng,Bas Ek Kinng,"Mika Singh,Neeraj Shridhar,Hard Kaur, Ashish Pandit",Pritam
2008,Singh Is Kinng,Teri Ore,"Shreya Ghoshal,Rahat Fateh Ali Khan",Pritam
2008,Singh Is Kinng,Bhootni Ke,Daler Mehndi,Pritam
2008,Singh Is Kinng,Talli Hua,"Labh Janjua, Neeraj Shridhar",Pritam
2008,Singh Is Kinng,Bas Ek Kinng (Tiger Style Mix),"Mika Singh, Neeraj Shridhar, Hard Kaur, Ashish Pandit",Pritam
2008,Singh Is Kinng,Bhootni Ke (Tiger Style Mix),Mika Singh,Pritam
2008,Singh Is Kinng,Talli Hua (Jay Dabhi Mix),"Labh Janjua, Neeraj Shridhar, Stylebhai",Pritam
2008,Singh Is Kinng,Jee Karda (Remix),"Suzanne D'Mello, Labh Janjua",Pritam
2008,Singh Is Kinng,Teri Ore (Lounge Remix),"Shreya Ghoshal, Rahat Fateh Ali Khan",Pritam
2008,Singh Is Kinng,Bhootni Ke (Remix),Daler Mehndi,Pritam
2008,Singh Is Kinng,Total length,Total length,Pritam
2008,Bhoothnath,Mere Buddy,"Amitabh Bachchan,Armaan Malik",Vishal–Shekhar
2008,Bhoothnath,Hum Toh Hain Aandhi,"Koushtuv Ghosh, Aparna Bhagwat, Sharavan Suresh & Sneha Suresh",Vishal–Shekhar
2008,Bhoothnath,Banku Bhaiya,Sukhwinder Singh,Vishal–Shekhar
2008,Bhoothnath,Samay Ka Pahiya,"Hariharan,Sukhwinder Singh",Vishal–Shekhar
2008,Bhoothnath,Chalo Jaane Do,"Amitabh Bachchan,Juhi Chawla",Vishal–Shekhar
2008,Bhoothnath,Mere Buddy (Repeat),"Amitabh Bachchan,Armaan Malik",Vishal–Shekhar
2008,Bhoothnath,Bhoothnath Theme,Instrumental,Vishal–Shekhar
2008,Sarkar Raj,Chaah Bhanwar Trishna,Sunayana Sarkar Dasgupta,Score:Amar Mohile
2008,Sarkar Raj,Jalte Rawan,Abhishek Nailwal,Score:Amar Mohile
2008,Sarkar Raj,Jalwa Re Jalwa,"Kailash Kher, Sunayana Sarkar Dasgupta",Score:Amar Mohile
2008,Sarkar Raj,Jhini Jhini,"Roop Kumar Rathod,Shweta Pandit",Score:Amar Mohile
2008,Sarkar Raj,Saam Daam,Kailash Kher,Score:Amar Mohile
2008,Sarkar Raj,Saher Saher Ke Hajharon Sawal,"Arun Ingle, Bapi, Tutul",Score:Amar Mohile
2008,Sarkar Raj,Subah,Pamela Jain,Score:Amar Mohile
2008,Sarkar Raj,The Govinda – Chant,"Kailash Kher, Bapi, Tutul",Score:Amar Mohile
2008,Sarkar Raj,The Govinda – Groove,"Bapi, Tutul, Jankee Parikh",Score:Amar Mohile
2008,Sarkar Raj,The Govinda – Theme,"Bapi, Tutul",Score:Amar Mohile
2008,Sarkar Raj,The Govinda – Trance,"Bapi, Tutul, Jankee Parikh",Score:Amar Mohile
2008,Sarkar Raj,The Jalwa – Club Mix,"Kailash Kher, Sunayana Sarkar Dasgupta",Score:Amar Mohile
2009,Chandni Chowk to China,S.I.D.H.U,Kailash Kher,Kailasa
2009,Chandni Chowk to China,Chandni Chowk To China,"Neeraj Shridhar,Anushka Manchanda,Shankar Mahadevan",Shankar–Ehsaan–Loy
2009,Chandni Chowk to China,India Se Aaya Tera Dost (Aap Ki Khatir),"Bappi Lahiri, Ravi K Tripathi",Bappi Lahiri
2009,Chandni Chowk to China,Tera Naina,"Shankar Mahadevan,Shreya Ghoshal",Shankar–Ehsaan–Loy
2009,Chandni Chowk to China,Chak Lein De,Kailash Kher,"Kailash Kher, Naresh, Paresh"
2009,Chandni Chowk to China,Chandni Chowk To China (CC2C),"Bohemia,Akshay Kumar,Aastha Gill",Bohemia
2009,Chandni Chowk to China,Chandni Chowk To China (Remix),Dj A-Myth,Shankar–Ehsaan–Loy
2009,Chandni Chowk to China,Chak Lein De (Remix),Dj A-Myth,"Kailash Kher, Naresh, Paresh"
2009,Chandni Chowk to China,Total length,Total length,Total length
2009,Horn 'Ok' Pleassss,Nathani Utaro,"Sunidhi Chauhan,Toshi Sabri",Lalit Pandit
2009,Horn 'Ok' Pleassss,Love Me Baby,"Shilpa Rao,Earl",Lalit Pandit
2009,Horn 'Ok' Pleassss,Ayela Ayela,"Sudesh Bhosle,Bela Shende,Nana Patekar",Lalit Pandit
2009,Horn 'Ok' Pleassss,Awaaj Kunacha Govind Cha,"Nana Patekar, Jaywant Wadkar",Lalit Pandit
2009,Horn 'Ok' Pleassss,Nathani Utaro (Remix),"Shibu, Pinto",Lalit Pandit
2009,Horn 'Ok' Pleassss,Oya Oya,"Shilpa Rao,K.K",Lalit Pandit
2009,Horn 'Ok' Pleassss,Pom Pom Pom,Neeraj Shridhar,Lalit Pandit
2009,Horn 'Ok' Pleassss,Pom Pom Pom (Remix),"Shibu, Pinto",Lalit Pandit
2009,Aasma: The Sky Is the Limit,Aasma (Sad Version),Kailash Kher,"Mohammed Afsar,Sajid Ali, Shubh"
2009,Aasma: The Sky Is the Limit,Man Bawra (Lounge Mix),Shafqat Amanat Ali,"Mohammed Afsar,Sajid Ali, Shubh"
2009,Aasma: The Sky Is the Limit,Aasma (Club Mix),Kailash Kher,"Mohammed Afsar,Sajid Ali, Shubh"
2009,Aasma: The Sky Is the Limit,Ye Pal Aasma (Remix),Xulfi,"Mohammed Afsar,Sajid Ali, Shubh"
2009,Aasma: The Sky Is the Limit,Chalte Rehien,"Debojit, Mahalaxmi Iyer","Mohammed Afsar,Sajid Ali, Shubh"
2009,Aasma: The Sky Is the Limit,Man Bawra,Rahat Fateh Ali Khan,"Mohammed Afsar,Sajid Ali, Shubh"
2009,Aasma: The Sky Is the Limit,Aasma,"KK,Shaan,Mahalaxmi Iyer","Mohammed Afsar,Sajid Ali, Shubh"
2009,Aasma: The Sky Is the Limit,Ye Pal Aasma,Xulfi,"Mohammed Afsar,Sajid Ali, Shubh"
2009,Kisse Pyaar Karoon,Kisse Pyaar Karoon,"Shaan,Daboo Malik",Daboo Malik
2009,Kisse Pyaar Karoon,Aahoon Aahoon,"Sonu Nigam,Sunidhi Chauhan",Daboo Malik
2009,Kisse Pyaar Karoon,Sanam Sanam,"Shaan,Shreya Ghoshal",Daboo Malik
2009,Kisse Pyaar Karoon,Chunar Chunar,"Shreya Ghoshal,Rahul Vaidya",Daboo Malik
2009,Kisse Pyaar Karoon,Jahan Tak Ye Meri Nazar,"Shaan,Shreya Ghoshal",Daboo Malik
2009,Kisse Pyaar Karoon,Kisse Pyaar Karoon (DJ AqeelRemix),"Shaan,Sunidhi Chauhan",Daboo Malik
2009,Kisse Pyaar Karoon,Aahoon Aahoon (Remix),"Sonu Nigam,Sunidhi Chauhan",Daboo Malik
2009,Aloo Chaat,Aloo Chaat,"RDB& Nindy Kaur, Smooth",RDBXulfi
2009,Aloo Chaat,Dhadke Jiya,Xulfi,RDBXulfi
2009,Aloo Chaat,Aloo Chaat Aloo Chaat,Kailash Kher,RDBXulfi
2009,Aloo Chaat,Boliyaan (Giddha),RDB& Nindy Kaur,RDBXulfi
2009,Aloo Chaat,Life Is A Sizzling Aloo Chaat,Kunal Ganjawala,RDBXulfi
2009,Aloo Chaat,Dhadke Jiya (Remix),Xulfi,RDBXulfi
2009,Aloo Chaat,Boliyaan (Giddha) (2nd Version),Nindy Kaur,RDBXulfi
2009,Aloo Chaat,Aloo Chaat Aloo Chaat (Remix),Kailash Kher,RDBXulfi
2009,Aa Dekhen Zara,Gazab,Sunidhi Chauhan&Shaan,Pritam
2009,Aa Dekhen Zara,Rock The Party,Sunidhi Chauhan & Shweta Vijay,Gaurav Dasgupta
2009,Aa Dekhen Zara,Power,Dibyendu Mukharjee,Gaurav Dasgupta
2009,Aa Dekhen Zara,Aa Dekhen Zara (Lounge Mix),Dibyendu Mukherji & Shweta Vijay,Gaurav Dasgupta
2009,Aa Dekhen Zara,Mohabbat Aapse,Akriti Kakkar,Pritam
2009,Aa Dekhen Zara,Power (Club Mix),Dibyendu Mukharjee,Gaurav Dasgupta
2009,Aa Dekhen Zara,Gazab (Club Mix),Sunidhi Chauhan & Shaan,Pritam
2009,Aa Dekhen Zara,Aa Dekhen Zara,Neil Nitin Mukesh& Sunaina,Gaurav Dasgupta
2009,8 x 10 Tasveer,Nazaara Hai,Vishal Dadlani,Salim–Sulaiman
2009,8 x 10 Tasveer,Hafiz Khuda,"Mohit Chauhan,Tulsi Kumar",Salim-Sulaiman
2009,8 x 10 Tasveer,Aaja Maahi,"Neeraj Shridhar, Tulsi Kumar",Neeraj Shridhar
2009,8 x 10 Tasveer,I Got The Picture,BohemiaJ.Hind,Bohemia
2009,8 x 10 Tasveer,Kuch Iss Tarah,"Mohit Chauhan, Tulsi Kumar",Salim-Sulaima
2009,8 x 10 Tasveer,Hafiz Khuda (Remix by DJ A-Myth),"Mohit Chauhan, Tulsi Kumar",Salim-Sulaiman
2009,8 x 10 Tasveer,Nazaara Hai (Remix by DJ A-Myth),Vishal Dadlani,Salim-Sulaiman
2009,8 x 10 Tasveer,Aaja Maahi (remix by DJ A-Myth),"Neeraj Shridhar, Tulsi Kumar",Neeraj Shridhar
